Timestamp,Strain_microstrain,Deflection_mm,Vibration_ms2,Tilt_deg,Displacement_mm,Crack_Propagation_mm,Corrosion_Level_percent,Cable_Member_Tension_kN,Bearing_Joint_Forces_kN,Fatigue_Accumulation_au,Modal_Frequency_Hz,Temperature_C,Humidity_percent,Wind_Speed_ms,Wind_Direction_deg,Precipitation_mmh,Water_Level_m,Seismic_Activity_ms2,Solar_Radiation_Wm2,Air_Quality_Index_AQI,Soil_Settlement_mm,Vehicle_Load_tons,Traffic_Volume_vph,Pedestrian_Load_pph,Impact_Events_g,Dynamic_Load_Distribution_percent,Axle_Counts_pmin,Structural_Health_Index_SHI,Anomaly_Detection_Score,Energy_Dissipation_au,Acoustic_Emissions_levels,Visual_Analysis_Defect_Score,Electrical_Resistance_ohms,Bridge_Mood_Meter,Localized_Strain_Hotspot,Vibration_Anomaly_Location,SHI_Predicted_24h_Ahead,SHI_Predicted_7d_Ahead,SHI_Predicted_30d_Ahead,Probability_of_Failure_PoF,Maintenance_Alert,Flood_Event_Flag,Simulated_Water_Flow_m3s,Soil_Saturation_percent,Landslide_Ground_Movement,Simulated_Slope_Displacement_mm,High_Winds_Storms,Simulated_Wind_Load_Pressure_kPa,Abnormal_Traffic_Load_Surges,Simulated_Localized_Stress_Index,Energy_Harvesting_Potential_W,Estimated_Repair_Cost_USD_incremental,Carbon_Footprint_tCO2e_incremental
1/01/2023 0:10,565.2973815,12.9981188,1.052372709,0.633316655,21.01131151,0.000134824,0.001618482,407.5840258,232.1597069,,1.970426516,10.37795929,71.28810186,7.736539438,164.1512111,-0.014819019,2.000832177,-2.02E-06,-3.977844625,58.47130995,-0.012798361,9.606620091,453.6021505,102.7821104,9.62E-06,88.04121509,24.23833037,0.856925885,0,0.092650025,12.75328224,3.99E-05,0.31046199,Healthy,0,None,0.854240809,,0.801503866,0.028128964,0,0,228.6784228,10.05043197,0,0,0,0.226358534,0,0.241651002,0.463250125,1.40721052,0.001381072
1/01/2023 0:11,509.0969917,12.78865724,1.245893534,0.629652876,22.26943555,-0.000460656,0.00199223,387.5352867,238.6057609,-0.003572123,1.821061768,9.839097215,69.26613854,8.499675141,168.3787081,,2.080364014,-4.12E-06,12.04225281,,-0.001764695,8.194740434,439.7018032,97.81319438,-9.66E-06,92.29434317,19.85370764,0.859952837,0,0.103033694,1.614006153,0,0.324391065,Healthy,0,Piers,0.856985953,0.83752192,0.81968463,0.029099025,0,0,238.9039447,44.71278358,0,0,0,0.252516119,0,0.216093767,0.51516847,1.451921453,0.001375828
1/01/2023 0:12,588.7422747,13.67615113,1.160313824,0.622326823,21.16609933,0.000463734,0.003440255,388.0177861,238.087699,0.007050686,1.859317252,9.200170995,66.12132714,8.471350488,226.0331074,-0.020740455,1.93041658,-2.21E-07,13.38783855,55.24322597,-0.004617531,8.056552364,430.2628217,113.3336673,1.18E-06,80.69849318,24.67028482,0.849167665,0,0.109528851,14.84742795,0.000120269,0.303710782,Stressed,0,None,0.847640933,0.830871005,0.752094461,0.029479246,0,0,219.6249888,10.04681959,0,0,0,0.251501311,,0.18575761,0.547644255,1.478446961,0.001306718
1/01/2023 0:13,599.1698559,13.727563,1.163167843,0.652218051,21.5865338,0.000191077,0.007222894,431.2136393,245.813556,-0.009676921,1.883794715,9.232660356,68.2756784,6.72199264,220.7125672,-0.000761153,1.907306433,-1.14E-06,0.806343756,60.68297548,-0.000760113,9.050355404,472.9008706,117.5395679,-9.89E-06,79.95092907,27.73026629,0.848043632,0,0.112959869,1.538300249,,0.249139562,Stressed,0,None,0.846643467,0.831672589,0.75406262,0.027082407,0,0,216.6536843,10.01037049,0,0,0,0.195390946,0,0.206738378,0.564799345,1.355871091,0.00143569
1/01/2023 0:14,572.094611,13.02655125,0.987900942,,21.2819904,-0.000251728,0.005950169,430.9120196,229.4131625,0.005803953,1.939972736,9.478914246,70.48162905,9.030745041,225.0770392,0.003856012,2.088117175,-1.80E-06,-14.93384374,55.2796924,0.022799161,9.254872177,457.3115726,102.3218758,-1.65E-06,91.4822687,24.28041619,0.857041954,0,0.10888365,4.572850957,0,0.286922879,Healthy,0,None,0.853145296,0.845694948,0.779924952,0.03063375,0,0,239.9007797,45.27986604,0,0.056885548,0,0.272170307,0,0.241901915,0.544418252,1.531779754,0.001337319
1/01/2023 0:15,585.3072689,12.9601404,0.939477743,0.638391601,20.19850262,0.000508763,-0.010255906,394.6730451,248.912098,-0.002779394,,10.28705123,70.52781348,6.956186071,151.6332327,-0.003115691,2.059013424,4.53E-06,-23.39276673,59.85163809,,8.941569359,449.6400492,104.5587927,4.39E-07,88.29136567,26.78175857,0.857213755,0,0.106585219,12.90374599,1.97E-05,0.331778313,Healthy,0,Piers,0.85431672,0.836168661,0.802508906,0.027578833,0,0,236.1588688,10.05505249,0,0,0,0.202153552,,0.225560963,0.532926096,1.380004262,0.001397375
1/01/2023 0:16,585.0289513,12.91750253,0.854023164,0.603718402,21.2541015,-0.000499435,3.33E-05,417.0705055,237.5466464,0.013018833,,10.02846471,66.71173413,7.878575987,186.9914878,-0.003445517,2.044569864,5.47E-06,-4.993469588,54.04466914,0.003796347,8.121855087,493.1224348,115.0560071,-1.59E-06,83.86037012,24.49959902,0.858580013,0,0.107211227,3.683717461,0,0.319245574,Healthy,,Cables,0.853677707,0.830838239,0.816821754,0.028625953,0,0,234.3018396,10.06492289,0,0.00983294,0,0.231040804,0,0.194600507,0.536056133,1.42927663,0.001358584
1/01/2023 0:17,580.3833603,,1.256557064,0.672433605,22.11983601,0.000103588,-0.001142472,431.8166321,253.2048679,,1.849657508,9.768288899,68.16316331,7.012847366,203.1528422,0.005864323,,,17.15894866,53.9564466,-0.004110585,10.41966168,491.0735116,97.04455025,-3.07E-06,91.19434782,,0.851636378,0,,2.660313265,1.16E-05,0.312655954,Healthy,0,None,0.849449778,0.83743687,0.794890157,0.028438469,0,0,242.9837821,44.17403552,0,0,0,0.203824504,0,0.271489786,0.552820992,1.421673485,0.001354984
1/01/2023 0:18,601.9534912,13.41444791,1.120796649,0.644584989,21.54904877,-0.000130144,-0.001881341,426.1482136,226.5806701,0.001623208,1.988497534,9.542089343,72.13359354,7.030081701,183.172427,-0.004284981,2.054193147,4.81E-06,2.089886866,54.28224502,-0.009738018,8.423652126,497.919497,94.36719838,3.19E-06,77.08678431,23.93482454,0.850480655,0,0.115475734,11.61891381,0,0.329238223,Healthy,0,Piers,0.848561457,0.83725128,0.805884997,0.028308144,0,0,235.5391189,,,0,0,0.204335436,0,,0.57737867,1.414325644,0.001367478
1/01/2023 0:19,556.401877,13.30316858,1.08135058,0.659784235,21.2968184,0.000136619,-0.004326019,375.5229885,238.3833547,-0.007943714,1.897831356,9.227547098,69.53747722,7.791015415,181.8485047,-0.004625312,1.954435719,5.56E-06,-6.676566165,61.63994448,-0.005547199,8.881976201,405.6315359,114.1533194,5.17E-06,94.45917271,26.14171564,0.85520087,0,0.119513887,14.27343389,0,0.297106613,Healthy,0,None,0.851856167,0.84169188,0.814847399,0.027967978,0,0,222.7131639,,0,0,0,0.228144278,0,0.23970975,0.597569437,,0.001375301
1/01/2023 0:20,578.044344,13.08994271,1.190340193,0.613610822,20.99403341,0.000739932,0.008955503,429.2061893,216.401679,,1.858814726,9.30348187,69.54395252,8.797009793,181.3928011,0.014701916,2.037324571,4.95E-06,-5.702630195,55.89868502,-0.011785557,7.801743957,423.0922192,97.5168892,6.56E-06,81.19384773,22.67220497,0.853512853,0,0.122608102,11.11586932,0.00021963,0.270618336,Healthy,0,None,0.850723117,0.843336261,0.810982758,0.030270795,0,0,233.370302,44.86216372,0,0,0,0.263373361,0,0.180986746,0.61304051,1.519245964,0.001308583
1/01/2023 0:21,590.5140352,12.64012046,1.160431419,0.578274921,21.72035399,0.000168731,0.003054935,419.4513133,224.8922571,-0.001345265,1.82070274,9.177716903,69.42257893,7.373234028,218.5019172,-0.005091479,2.137108641,,-6.945789103,59.01413815,-0.004762474,9.054458864,389.4797089,112.6291753,2.91E-06,95.09818583,22.06833027,0.85596643,0,0.120551606,11.75352621,5.82E-05,0.308411726,Healthy,0,None,0.851539109,0.839118074,0.787344772,0.028823056,0,0,246.1996824,10.11724909,0,0,0,0.214769669,0,0.246017889,,1.44275414,0.001317967
1/01/2023 0:22,507.021135,12.08383628,1.12295624,0.620861431,21.70932131,8.22E-05,0.001045273,405.2492205,218.076563,0.006032365,1.932329795,9.434122977,69.92690802,8.050068032,212.8481541,0.007899441,2.048198796,-9.14E-06,-7.763962176,62.89086569,-0.009461921,9.099228695,438.7772473,91.02021304,6.30E-06,84.87869115,25.29763257,0.866420524,0,0.119698631,13.62840661,2.48E-05,0.237839617,Healthy,0,Deck,0.862711949,0.850291421,0.768234291,0.027706894,0,0,234.7684167,45.08608331,0,0,0,0.23680759,0,0.220665892,0.598493156,1.386704702,0.001430893
1/01/2023 0:23,561.010025,13.00056144,1.123346753,0.659252452,21.72121387,0.000276322,0.005528716,399.7446835,244.9526655,0.009549547,2.017400884,9.112731783,71.90395724,7.113231349,180.9489315,0.004855645,2.06423745,3.23E-06,16.22791663,,-0.004553074,8.382292125,452.8971276,90.21153366,-7.52E-06,88.22910484,27.17674021,0.856230647,0,0.118788116,0.47413014,9.95E-05,0.291655456,Healthy,0,None,0.852045582,0.839403356,0.759906121,0.027741009,0,0,236.8305292,46.08288117,0,0,0,0.206818127,0,0.211303466,0.593940581,1.390953286,0.001294958
1/01/2023 0:24,523.2743676,12.38861198,0.95732543,,21.27834548,0.000197141,-0.003269411,401.8253957,245.7182784,0.01006214,1.848763661,8.702762898,66.3322662,7.160993169,208.9368442,-0.009162083,1.958820616,-3.16E-06,13.49145174,57.02996771,0.004985946,7.934505898,464.5645492,92.20125992,4.87E-06,78.75864173,27.18111176,0.865378959,0,0.118193353,11.47945614,1.33E-05,0.285255907,Healthy,0,Piers,0.862672868,0.844938794,0.773903774,0.026145842,0,0,223.2769363,10.11743057,0,0.012267268,0,0.208257404,0,0.178545974,0.590966766,1.308958715,0.001371632
1/01/2023 0:25,641.0107308,12.8728777,0.851744759,0.64554612,20.66688308,0.00013601,-0.005329606,411.6000718,,0.023420984,1.950349596,8.72770447,68.14887679,8.754170791,168.3528775,0.004929222,2.170886846,3.36E-06,-3.414028794,53.78699045,0.008155595,9.240770856,461.2371402,93.40579328,-1.53E-05,101.4906172,23.72413512,0.85469414,0,0.11662186,1.850523791,0,0.262711747,Healthy,0,Deck,0.851563934,0.828519977,0.797889967,0.031572379,0,0,250.5425945,44.22021526,0,0.020598968,0,0.261786069,0,0.267957582,0.583109302,1.580801868,0.001319291
1/01/2023 0:26,594.1149694,12.89082379,0.842723991,0.65195918,20.02569045,-0.000303538,-0.002463855,418.7942957,252.2418218,0.012169765,1.990574238,9.419243289,68.79705793,7.783463995,169.4251002,0.011805341,1.952156997,5.98E-06,4.431632218,54.75281215,0.010504484,9.384434762,479.4946803,106.5912106,-6.80E-08,81.4901447,26.2010814,0.858237114,0,0.116430142,2.480722485,0,0.245079429,Healthy,0,,0.854304705,0.846801805,0.814520072,0.027950946,0,0,,44.53004687,0,0.026634734,0,0.227895991,0,0.218496842,0.58215071,1.396247938,0.001354064
1/01/2023 0:27,592.2408379,,1.099549901,0.638984331,20.67322302,0.000395207,0.000868656,399.9738951,215.0889549,-0.018314288,1.996658319,9.178938288,,8.084482597,153.6578567,0.002647906,1.964011564,2.71E-06,-1.534294942,56.85090718,-0.003986137,7.545134961,447.1266153,101.1794541,1.03E-05,88.71356563,19.95098673,0.851781737,0,0.112730885,12.41182495,8.60E-05,0.336225149,Healthy,0,None,0.850381788,0.841266136,0.794208609,0.028971275,0,0,223.944344,45.32169995,0,0,0,0.237979813,0,0.191244522,,1.449540788,0.001349571
1/01/2023 0:28,562.9751298,13.13310918,1.15583168,0.627899791,20.87344669,-0.000479822,0.007390566,404.7027253,227.9945937,0.001372368,1.962311437,9.152267384,69.65835713,9.266751028,167.2804125,-0.002866923,2.141575867,2.68E-06,5.22192369,57.24241566,0.01572675,8.739383982,428.3929233,115.3000182,-4.31E-06,,24.25529715,0.854785426,0,0.113528503,4.230050492,0,0.258025308,Healthy,0,None,0.853058523,0.825227136,0.754881643,0.031527061,0,0,246.7740401,10.14065243,0,0.039484335,0,0.281286758,0,0.232680758,0.567642513,1.574769597,0.001334628
1/01/2023 0:29,619.0939648,13.18119564,1.045534333,0.621158977,21.95813882,-4.55E-05,0.002647914,414.3616328,231.9127534,-0.011066836,2.029872825,8.962546021,69.95174074,,166.8860262,-0.004160534,2.055309997,-4.47E-06,12.51512438,57.05658576,0.011497475,7.958926984,416.8903717,100.2648848,5.85E-06,83.71715343,22.42799709,0.851778114,0,0.112766732,13.3547617,1.21E-05,0.310718517,Healthy,0,None,0.850277302,0.822444033,0.802132503,0.032262556,0,0,235.6827139,10.14518235,0,0.028464265,0,0.299200862,0,0.19037106,0.563833662,1.612247171,0.00131906
1/01/2023 0:30,594.7461642,13.06124625,1.082685835,0.683728628,21.75383417,0.000418605,,406.428506,260.8459583,-0.003955152,1.991961571,9.159209383,68.94017343,9.361330326,205.9133368,0.007285908,,,-6.414748137,58.233316,0.001579286,8.461602266,,97.07330432,-3.72E-06,94.31608934,26.60438036,0.853903957,0,0.110319721,0.548704499,6.01E-05,0.269965738,Healthy,0,None,0.8491061,0.824665532,0.79350281,0.029900244,0,0,210.7951643,44.58828579,0,0.003735506,0,0.285006178,0,0.228018639,0.551598604,,0.00141494
1/01/2023 0:31,538.3666758,13.16704664,0.861593097,0.654929016,22.47137608,0.000571036,-0.004539358,390.394755,248.2633771,0.005141632,1.839867398,9.849802293,67.40604963,7.730772601,166.8566504,0.000984938,1.954426129,-1.26E-06,0.693582837,60.41328681,0.009374646,9.3621624,486.5647992,104.4017189,1.09E-05,86.27923451,23.36127618,0.860352474,0,0.104277137,12.69222943,7.79E-05,,Healthy,0,Deck,0.857177206,0.837841024,0.774673796,0.027349576,0,0,222.7119308,43.81040926,0,0.023358028,0,0.226170228,0,0.23078863,0.521385683,1.370891972,0.001446827
1/01/2023 0:32,601.750408,13.52459941,1.24136839,0.657131113,21.7889925,-0.000915132,0.000551532,413.4726258,241.0127731,-0.005353287,2.032213434,8.680151796,64.69212248,7.50720575,227.4041401,-0.014775555,2.067658323,-6.19E-07,11.49826329,54.68180411,-0.006986431,9.174303059,524.6210081,119.3469656,9.40E-06,86.76342063,28.04670682,0.84816755,0,0.107076784,14.5291531,0,0.31848401,Stressed,0,Cables,0.844962135,0.821871599,0.766976021,0.029261294,0,0,237.2703558,10.11438163,0,0,0,0.218978292,0,0.227426833,0.535383921,1.456538783,0.001403139
1/01/2023 0:33,644.4981443,13.4434803,1.134101374,0.631000186,22.5196322,0.000251787,0.007153074,414.2238565,240.0550513,-0.001103702,1.902903754,8.84132428,66.10114356,8.054837858,240.4998238,0.002172142,2.011847528,-3.69E-07,-2.543218647,54.8066787,0.000553436,8.694353026,466.3835078,94.99422702,1.94E-06,92.59012586,25.2728837,,0,0.107319564,14.71698839,0.000107582,0.326237397,Stressed,0,Deck,0.842863179,0.832419306,0.781249337,0.030064852,0,0,230.0946821,43.16333152,0,0.001360501,0,0.236969761,0,0.230003212,0.536597821,1.50624143,0.001340304
1/01/2023 0:34,598.7204732,13.44391891,0.999716567,0.649827531,20.08710481,-0.000152068,0.001575398,373.1527326,243.8850668,0.015758867,1.938474957,8.905248616,69.90907057,9.14272392,186.7809124,0.003341975,1.951080973,-6.24E-06,,61.03577208,,9.564082616,496.8984258,98.34756104,-6.24E-06,84.87753925,25.5565682,0.852088281,0,0.108149177,0.836293141,0,0.238725269,Healthy,0,None,0.849244598,0.82986689,0.754463019,0.03042203,,0,222.2818394,45.05708489,0,0.002683671,0,0.276466513,0,0.231935942,0.540745883,1.521978663,0.001467646
1/01/2023 0:35,630.1719806,12.9250094,0.951236834,0.617853133,20.8406548,-7.79E-05,0.000463833,405.7900962,236.6282472,0.00348313,1.935142659,8.708539811,69.95897526,9.870559432,221.4866976,0.009758985,2.006222445,3.58E-08,-7.352234461,59.10872614,0.003445107,8.973768088,414.0309108,96.83107026,-4.52E-06,85.70998857,28.44279242,0.853875373,0,0.109943,2.36779865,0,0.269260536,Healthy,0,None,0.852394675,0.825950803,0.806683581,0.03201539,0,0,229.3714572,45.08005286,0,0.008615002,0,0.305681214,0,0.219754732,0.549715002,1.600690955,0.001346665
1/01/2023 0:36,553.7864994,13.53988837,1.12492222,0.658521373,,-0.000510512,0.001666328,420.7331952,236.7065376,0.001404118,1.894694324,9.230409837,66.83678611,10.01082969,220.0530509,0.001960624,2.006465122,1.22E-07,-2.849811504,56.39131358,0.010788439,9.286180598,473.3474197,91.67709853,1.79E-05,82.54697853,21.30762499,0.853191916,0,0.115495663,15.18721174,0,0.302673129,Healthy,0,None,0.851356327,0.842560728,0.821473638,0.031707804,0,0,229.4026586,43.51711397,0,0.02697874,0,0.311568612,0,0.219013186,0.577478316,1.582460481,0.001371811
1/01/2023 0:37,580.5362776,13.24255332,0.823945541,0.656820524,21.50777527,0.000102453,0.002522118,400.1796597,232.2692129,0.002578778,,8.380837152,69.3360159,9.667459814,214.4775068,0.007840186,1.96705215,-8.35E-06,-5.054750032,,0.006683064,8.843296343,413.8390365,108.7779732,-7.12E-06,88.05047827,18.26490834,0.857174847,0,0.110194426,3.357297147,4.07E-05,0.293896772,Healthy,0,None,0.852588791,0.827989616,0.785326634,,0,0,224.3352764,44.75979571,0,0.016185775,0,0.297303978,0,0.222473278,0.550972129,1.53798779,0.001287856
1/01/2023 0:38,568.9960372,12.92598997,1.240132355,0.632430475,21.00069213,0.000581376,0.005367256,413.8601314,246.2604883,-0.001453586,1.929463773,8.795594127,67.62016656,9.238567284,222.2172731,0.008798977,1.965909199,5.09E-06,-8.760525343,57.65274205,,8.618425752,458.7166531,102.9152743,4.31E-06,94.33767964,23.72556879,0.854605192,0,0.11221424,11.98147265,0.000159213,0.270164548,Healthy,0,None,0.851149538,0.834005119,0.804900105,0.030232226,0,0,224.1883256,,0,0.002592611,0,0.280185709,0,0.232297796,0.561071199,1.516415245,0.001374476
1/01/2023 0:39,558.586065,13.74202835,0.879633915,0.633573164,21.10883413,8.74E-06,-0.007810404,419.8819536,234.95226,-0.010739084,1.900823516,8.981465593,68.75045706,8.66368499,238.6719463,0.001165727,2.038039675,3.14E-06,0.143841203,52.40585552,-0.003613701,9.497742099,473.1423682,117.8794449,2.12E-06,93.58819007,26.01710104,0.854819719,0,0.109020378,12.18648541,0,0.321292374,Healthy,0,None,0.849865076,0.841794944,0.805409378,0.029825546,0,0,233.462244,44.46292051,0,0,0,0.258458813,0,0.253964712,0.545101888,1.488699567,0.001311802
1/01/2023 0:40,578.8004558,,1.12550188,0.632180017,22.73261753,0.00029874,-0.00922431,407.9237429,241.5507315,-0.017785945,2.010990315,9.10013118,66.18162826,9.66404929,181.489602,0.017321384,1.989568327,-8.83E-06,-4.221643365,63.56954475,0.001698982,9.032394498,438.0020532,116.284714,5.88E-06,,29.79214683,0.854794497,0,0.109965836,10.61802346,0,0.274466229,Healthy,0,Piers,0.850170746,0.829201485,0.788146271,0.03109526,0,,227.2302135,43.17509512,0,0.003695543,0,0.297164792,0,0.24301796,0.549829181,1.553131139,0.001440212
1/01/2023 0:41,558.854606,13.11784584,1.01014909,0.637259269,21.50513448,,-0.010054814,414.2446356,244.9758362,-0.00120389,,8.441594635,67.29481712,7.122951147,230.7006746,0.01385859,1.982996256,-3.57E-06,8.030562925,57.67149385,-0.002131364,8.491915432,385.4622971,90.12545632,2.65E-06,97.46681395,26.76650514,0.857198721,,0.112746421,,0,0.274199223,Healthy,0,Piers,0.854081178,0.836624105,0.79911838,0.027119854,0,0,226.3852329,43.72765861,,0,0,0.207110248,0,0.236479983,0.563732107,1.353278896,0.001293364
1/01/2023 0:42,622.0883718,14.13135284,,,,0.000297754,-0.004925959,421.114063,225.1725089,0.011546736,1.949537174,8.39261693,70.79782897,9.464034974,217.4522295,0.011176021,1.887369972,,16.03085977,52.36951302,0.017246002,8.730948118,476.7985728,95.08145773,1.43E-06,99.07945519,24.17773368,0.849650684,0,0.102374421,13.04664151,2.01E-05,0.240020819,Stressed,0,None,0.846313445,0.820819302,0.805165293,0.030817,0,0,214.090425,45.46420174,0,0.043083865,0,0.289087911,0,0.247159309,0.511872104,1.543004506,0.001315319
